"Name","Profession","Company","Food and beverage category","Brands","Ethnicity","Age","Links","Notes"
"Abdulmajid, Iman","Model","Milk PEP","Dairy","Got Milk","BFE","60.0","http://thumbs4.ebaystatic.com/d/l225/m/mw8PkeG4poDlwFjHsA69DaQ.jpg","NA"
"Adams, William ""will.i.am""","Musician","TCCC","SSB","Coca-Cola","BME","41.0","http://www.huffingtonpost.com/entry/celebrities-endorse-unhealthy-foods_us_57559f8ce4b0ed593f14f7b6","NA"
"Adams, William ""will.i.am""","Musician","PepsiCo","Salty","Doritos","BME","41.0","http://www.huffingtonpost.com/entry/celebrities-endorse-unhealthy-foods_us_57559f8ce4b0ed593f14f7b6","NA"
"Adams, William ""will.i.am""","Musician","Dr Pepper Snapple Group","SSB","Dr Pepper","BME","41.0","http://www.huffingtonpost.com/entry/celebrities-endorse-unhealthy-foods_us_57559f8ce4b0ed593f14f7b6","NA"
"Adams, William ""will.i.am""","Musician","PepsiCo","SSB","Pepsi","BME","41.0","http://www.huffingtonpost.com/entry/celebrities-endorse-unhealthy-foods_us_57559f8ce4b0ed593f14f7b6","NA"
"Agdal, Nina","Model","CKE Restaurants","QSR","Carl's Jr","WFE","23.0","http://www.allure.com/beauty-trends/blogs/daily-beauty-reporter/2013/02/allure-exclusive-model-nina-agdal-superbowl-hardees-carls-jr-commercial.html","NA"
"Aguilera, Christina","Musician","PepsiCo","SSB","Pepsi","WFE","34.0","https://www.youtube.com/watch?v=Rhnclq6pz34","NA"
"Aguilera, Christina","Musician","TCCC","SSB","Coca-Cola","WFE","34.0","https://www.youtube.com/watch?v=wRWr09HhGq4","NA"
"Akintimehin, Olubowale Victor ""Wale""","Musician","TCCC","SSB","Sprite","BME","31.0","https://www.youtube.com/watch?v=W3B_hoMf3Fw","NA"
"Alba, Jessica","Actress","Milk PEP","Dairy","Got Milk","MFE","34.0","http://www.bambootrading.com/1700-1/1700-29.JPG","NA"
"Alba, Jessica","Actress","TCCC","LCB","ZICO","MFE","34.0","http://mms.businesswire.com/media/20140521006126/en/416976/5/Jessica_Alba_Final_Creative_For_PRess_RElease_distribution.jpg","NA"
"Alba, Jessica","Actress","PHA","Fruit and Vegetables","FNV","MFE","34.0","http://brandchannel.com/wp-content/uploads/2015/02/fnv_alba_beets_560.jpg","NA"
"Aldean, Jason ","Musician","PepsiCo","SSB","Mountain Dew","WME","39.0","http://www.jasonaldean.com/news/860/check-out-jasons-new-mountain-dew-commercial","NA"
"Amaro, Melanie ","Musician","PepsiCo","SSB","Pepsi","WFE","24.0","https://www.youtube.com/watch?v=uKmvcNY1U_g","NA"
"Angello, Steve ""Swedish House Mafia""","Musician","Kraft Foods Group Inc","NCB","MiO Energy ","WME","32.0","http://www.vibe.com/article/steve-angello-gets-energy-boost-mio-partnership","NA"
"Aniston, Jennifer","Actress","Milk PEP","Dairy","Got Milk","WFE","46.0","http://ak-hdl.buzzfed.com/static/enhanced/terminal05/2012/10/2/2/enhanced-buzz-31280-1349159531-20.jpg","NA"
"Aniston, Jennifer","Actress","TCCC","Water","Smartwater","WFE","46.0","http://i.huffpost.com/gen/608363/thumbs/o-JENNIFER-ANISTON-SMARTWATER-570.jpg?5","NA"
"Applegate, Christina","Actress","TCCC","NCB","Fruitwater","WFE","44.0","https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwidsMDvhqHLAhWEHR4KHYUSA8AQjRwIBw&url=http%3A%2F%2Fwww.eonline.com%2Fnews%2F442428%2Fchristina-applegate-stars-in-fruitwater-campaign-shares-advice-for-working-mothers&psig=AFQjCNFW2LAnpcuAFskJm6Mr23Zf3PdVlQ&ust=1456975509486857","NA"
"Aykroyd, Dan ","Actor","Globefill Inc","Alcohol","Crystal Head Vodka","WME","63.0","http://fortune.com/2015/01/08/celebrities-alcohol-brands/","NA"
"Bacon, Kevin","Actor","American Egg Board","Others","Incredible Egg","WME","56.0","https://images.search.yahoo.com/images/view;_ylt=AwrB8pm6MoxVH3IAY7cunIlQ;_ylu=X3oDMTIyOGxvb25sBHNlYwNzcgRzbGsDaW1nBG9pZAM3YzE1MzJkMWFmM2ZlOGNlYTc3OTRmNDBlMWE0ODE0ZARncG9zAzIEaXQDYmluZw--?.origin=&back=https%3A%2F%2Fimages.search.yahoo.com%2Fyhs%2Fsearch%3Fp%3Dkevin%2Bbacon%2Beggs%26fr%3Dyhs-mozilla-002%26fr2%3Dpiv-web%26hsimp%3Dyhs-002%26hspart%3Dmozilla%26tab%3Dorganic%26ri%3D2&w=914&h=686&imgurl=www.ecanadanow.com%2Fwp-content%2Fuploads%2F2015%2F03%2FKevin-Bacon-Eggs.jpg&rurl=http%3A%2F%2Fecanadanow.com%2Fkevin-bacon-eggs-pun-intended-kevin-bacon-stars-in-campaign-for-egg-industry%2F93065&size=101.1KB&name=%3Cb%3EKevin+Bacon+Eggs%3C%2Fb%3E&p=kevin+bacon+eggs&oid=7c1532d1af3fe8cea7794f40e1a4814d&fr2=piv-web&fr=yhs-mozilla-002&tt=%3Cb%3EKevin+Bacon+Eggs%3C%2Fb%3E&b=0&ni=21&no=2&ts=&tab=organic&sigr=138c32tts&sigb=14a422o4s&sigi=1225jsisn&sigt=10n3gmqke&sign=10n3gmqke&.crumb=0M2.3jhAHLm&fr=yhs-mozilla-002&fr2=piv-web&hsimp=yhs-002&hspart=mozilla","NA"
"Baldwin, Alec ","Actor","TCCC","Water","Smartwater","WME","57.0","http://amsterdam-ftv-blog.com/archives/21871","NA"
"Bangalter, Thomas ""Daft Punk""","Musician","TCCC","SSB","Coca-Cola","WME","41.0","https://www.youtube.com/watch?v=rnEzAX-MsNU","NA"
"Banks, Tyra","Model","Milk PEP","Dairy","Got Milk","BFE","41.0","https://laurenlattanzio.files.wordpress.com/2012/08/tyra1.jpg","NA"
"Barnett, Zac ""American Authors""","Musician","Unilever","SSB","Lipton Iced Tea","WME","29.0","https://www.ispot.tv/ad/7aT2/lipton-sparkling-iced-tea-tiny-bubbles-song-by-american-authors","NA"
"Barton, Mischa","Actress","Milk PEP","dairy","Got Milk","WFE","29.0","http://assets.nydailynews.com/polopoly_fs/1.1701081.1393348591!/img/httpImage/image.jpg_gen/derivatives/gallery_1200/mischa-barton-2006.jpg","NA"
"Batyske, Mick ""MICK""","Musician","PHA","Fruit and Vegetables","FNV","WME","38.0","http://iammick.com/posts/mick-michelle-obama","NA"
"Beer, Madison","Musician","PHA","Fruit and Vegetables","FNV","WFE","16.0","http://www.fnv.com/dist/images/team/module-beer.png  ","NA"
"Bell, Kristen","Actress","PHA","Fruit and Vegetables","FNV","WFE","34.0","http://www.fnv.com/dist/images/team/team-bell.jpg","NA"
"Bennett, Tony","Musician","Milk PEP","Dairy","Got Milk","WME","89.0","http://file.vintageadbrowser.com/7yzkip30dg05i4.jpg","NA"
"Beth, Alecia ""Pink""","Musician","PepsiCo","SSB","Pepsi","WFE","35.0","https://www.pinterest.com/pin/454582156113656167/","NA"
"Black, Clint","Musician","Milk PEP","Dairy","Got Milk","WME","53.0","http://www.bambootrading.com/1700-1/1700-19.JPG","NA"
"Bleeth, Yasmine","Actress ","Milk PEP","Dairy","Got Milk","WFE","47.0","https://s-media-cache-ak0.pinimg.com/236x/0a/31/c8/0a31c8a1ea5e6129b9312b425ee2f7de.jpg","NA"
"Bleu, Corbin","Actor","Milk PEP","Dairy","Got Milk","BME","26.0","http://cdn02.cdn.justjared.com/wp-content/uploads/headlines/2007/05/high-school-musical-2-got-milk.jpg?1","NA"
"Blige, Mary J.","Musician","PepsiCo","SSB","Pepsi","BFE","44.0","https://www.youtube.com/watch?v=eqbl1DgEoLs","NA"
"Boesch, Rudy","TV Personality","Milk PEP","Dairy","Got Milk","WME","88.0","http://www.cbsnews.com/news/see-it-buy-it/","NA"
"Boreanaz, David","Actor","Milk PEP","Dairy","Got Milk","WME","46.0","https://s-media-cache-ak0.pinimg.com/236x/04/b7/ea/04b7ea392ab51e0ad10db2b92d6fbd43.jpg","NA"
"Boss, Stephen ""Twitch""","Musician","PepsiCo","SSB","Gatorade","BME","23.0","http://www.wetpaint.com/sytycd-stars-twitch-boss-and-lauren-froderman-picked-to-represent-gatorade-634960/","NA"
"Bowen, Julie","Actress","Milk PEP","Dairy","Got Milk","WFE","45.0","http://bryanbantry.com/cms/wp-content/uploads/image-import/-VShrbt2FuRk/TclmHiQEmjI/AAAAAAAAAoA/1gWL8Fd_bYI/s400/Timothy%2BWhite_Got%2BMilk%2BAds_Page_2.jpg","NA"
"Brady, Wayne","Actor","PHA","Fruit and Vegetables","FNV","BME","43.0","http://www.childsobesity.com/celebrities-push-team-fnv/","NA"
"Braff, Zach","Actor","Milk PEP","Dairy","Got Milk","WME","40.0","https://www.google.com/search?q=donald+faison+got+milk&client=safari&rls=en&tbm=isch&tbo=u&source=univ&sa=X&ved=0CB0QsARqFQoTCNSJj--P3sgCFQIYPgodgYcLIA&biw=1277&bih=633#imgrc=q2D3TM0jY9Pz3M%3A","NA"
"Brian, Christopher ""Ludacris""","Musician","PepsiCo","SSB","Pepsi","BME","37.0","https://images.search.yahoo.com/images/view;_ylt=AwrB8pnQxJJVZi4Am0AunIlQ;_ylu=X3oDMTIyNzkzamJhBHNlYwNzcgRzbGsDaW1nBG9pZAM4MWUzZDYyMWQ1MjNlMDQ0Mjc3ODEzZmQyNjAwY2FkYgRncG9zAzYEaXQDYmluZw--?.origin=&back=https%3A%2F%2Fimages.search.yahoo.com%2Fyhs%2Fsearch%3Fp%3Dludacris%2Bpepsi%26fr%3Dyhs-mozilla-002%26fr2%3Dpiv-web%26hsimp%3Dyhs-002%26hspart%3Dmozilla%26tab%3Dorganic%26ri%3D6&w=629&h=435&imgurl=plitkar.com.ua%2Ffiles%2F2012%2F10%2F09%2Fludacris-pepsi.jpg&rurl=http%3A%2F%2Fplitkar.com.ua%2F10-primerov-provalnyx-reklamnyx-kampanij-so-zvezdami%2F&size=66.3KB&name=%3Cb%3Eludacris-pepsi%3C%2Fb%3E.jpg&p=ludacris+pepsi&oid=81e3d621d523e044277813fd2600cadb&fr2=piv-web&fr=yhs-mozilla-002&tt=%3Cb%3Eludacris-pepsi%3C%2Fb%3E.jpg&b=0&ni=21&no=6&ts=&tab=organic&sigr=12bo2nm7v&sigb=148idlmck&sigi=11i25gh7p&sigt=10pi99fqg&sign=10pi99fqg&.crumb=0M2.3jhAHLm&fr=yhs-mozilla-002&fr2=piv-web&hsimp=yhs-002&hspart=mozilla","NA"
"Brian, Christopher ""Ludacris""","Musician","Conjure Cognac LLC","Alcohol","Conjure Cognac ","BME","37.0","http://www.alcoholjustice.org/watchdogging-2/in-the-doghouse/850-hot-in-hollywood-celebs-shilling-for-and-owning-alcohol-brands?highlight=WyJjZWxlYnJpdHkiLCJjZWxlYnJhdGUiLCJjZWxlYnJhdGVkIiwiY2VsZWJyYXRpb25zIiwiY2VsZWJyaXRpZXMiLCJjZWxlYnJhdGluZyIsImNlbGVicmF0aW9uIiwiY2VsZWJyYXRlcyJd","NA"
"Brice, Lee ","Musician","PepsiCo","SSB","Pepsi","WME","37.0","https://www.youtube.com/watch?v=oM4xO5azcvE","NA"
"Brinkley, Christie","Model","Milk PEP","Dairy","Got Milk","WFE","61.0","http://www.aceshowbiz.com/images/news/00021302.jpg","NA"
"Broadus, Calvin Cordozar ""Snoop Dogg""","Actor ","Pabst Brewing Company","Alcohol ","Blast Colt 45","BME","44.0","http://hiphopwired.com/2014/10/30/drankin-21-celebrity-alcohol-endorsements-photos/9/","NA"
"Brown, Chris","Musician","Milk PEP","Dairy","Got Milk","BME","27.0","http://www.eonline.com/eol_images/Entire_Site/20090210/293.brown.gotmilkad.021009.jpg","NA"
"Brown, Chris","Musician","Mars, Inc.","Candy","Wrigley's Doublemint","BME","27.0","https://www.youtube.com/watch?v=liq0gek8Fpk","NA"
"Bundchen, Gisele","Model","Milk PEP","Dairy","Got Milk","WFE","35.0","https://www.google.com/search?q=gisele+bundchen+got+milk&client=safari&rls=en&tbm=isch&tbo=u&source=univ&sa=X&ved=0CCAQsARqFQoTCLqvzYuT3sgCFQZbPgodXS8N0A&biw=1277&bih=633#imgrc=S8LLxjQryph_tM%3A","NA"
"Burke, Brooke","Actress","Restaurant Brands International Inc.","QSR","Burger King","WFE","43.0","http://2.bp.blogspot.com/_tUDZqcmV-IU/RYrHTxk2VZI/AAAAAAAAABs/TvhBYYphZ6U/s1600-h/Burger_King+and+Brooke+Burke.jpg","NA"
"Burns, Steve","TV personality","Milk PEP","Dairy","Got Milk","WME","41.0","https://s-media-cache-ak0.pinimg.com/736x/74/a3/b0/74a3b0548abeb8535dcb8eec2616add6.jpg","NA"
"Burrell, Tyler Gerald ""Ty Burrell ""","Actor","Milk PEP","Dairy","Got Milk","WME","48.0","http://bryanbantry.com/cms/wp-content/uploads/image-import/-VShrbt2FuRk/TclmHiQEmjI/AAAAAAAAAoA/1gWL8Fd_bYI/s400/Timothy%2BWhite_Got%2BMilk%2BAds_Page_2.jpg","NA"
"Butler, Dan","Actor","Milk PEP","Dairy","Got Milk","WME","60.0","http://file.vintageadbrowser.com/efs0dnnb5bzy5w.jpg","NA"
"Bynes, Amanda","Actress","Milk PEP","Dairy","Got Milk","WFE","29.0","http://vigilantcitizen.com/wp-content/uploads/2013/05/75497530ol6.jpg","NA"
"Campbell, Naomi","Model","Milk PEP","Dairy","Got Milk","BFE","45.0","http://media1.popsugar-assets.com/files/2014/02/24/995/n/1922398/edc292da5da7ae08_MILK_95.jpg.xxxlarge/i/Naomi-Campbell-modeled-mustache-bustier-her-Got-Milk.jpg","NA"
"Campbell, Neve","Actress ","Milk PEP","Dairy","Got Milk","WFE","41.0","http://coolspotters.com/files/photos/178622/neve-campbell-and-got-milk-gallery.jpg?1357508472","NA"
"Carey, Mariah","Musician","PepsiCo","SSB","Pepsi","BFE","45.0","https://www.youtube.com/watch?v=x_cENs0V6ZM","NA"
"Carmichael, esse Royal ""Maroon 5""","Musician","TCCC","SSB","Coca-Cola","WME","37.0","http://www.huffingtonpost.com/entry/celebrities-endorse-unhealthy-foods_us_57559f8ce4b0ed593f14f7b16","NA"
"Carmichael, esse Royal ""Maroon 5""","Musician","Dr Pepper Snapple Group","SSB","Snapple","WME","37.0","http://www.huffingtonpost.com/entry/celebrities-endorse-unhealthy-foods_us_57559f8ce4b0ed593f14f7b17","NA"
"Carter, Nick","Musician","Milk PEP","Dairy","Got Milk","WME","35.0","http://images.lifeandstylemag.com/uploads/photos/file/45375/backstreet-boys-got-milk-ad.jpg","NA"
"Carter, Shawn Corey ""Jay Z""","Musician","Ahneuser-Busch InBev","Alcohol","Budweiser","BME","46.0","http://hiphopwired.com/2014/10/30/drankin-21-celebrity-alcohol-endorsements-photos/20/","NA"
"Carter, Shawn Corey ""Jay Z""","Musician","D'usse","Alcohol","D'usse","BME","47.0","http://hiphopwired.com/2014/10/30/drankin-21-celebrity-alcohol-endorsements-photos/21/","NA"
"Carter, Shawn Corey ""Jay Z""","Musician","TCCC","SSB","Coca-Cola","BME","47.0","https://www.youtube.com/watch?v=_fwErLndqs4","NA"
"Cattrall, Kim","Actress","Milk PEP","Dairy","Got Milk","WFE","59.0","http://coolspotters.com/files/photos/83888/kim-cattrall-and-got-milk-gallery.jpg?1357420393","NA"
"Cavalli, Roberto ","Fashion Designer","Roberto Cavalli","Alcohol","Roberto Cavalli Vodka","WME","75.0","http://www.alcoholjustice.org/watchdogging-2/in-the-doghouse/850-hot-in-hollywood-celebs-shilling-for-and-owning-alcohol-brands?highlight=WyJjZWxlYnJpdHkiLCJjZWxlYnJhdGUiLCJjZWxlYnJhdGVkIiwiY2VsZWJyYXRpb25zIiwiY2VsZWJyaXRpZXMiLCJjZWxlYnJhdGluZyIsImNlbGVicmF0aW9uIiwiY2VsZWJyYXRlcyJd","NA"
"Chalke, Sarah","Actress","Milk PEP","Dairy","Got Milk","WFE","39.0","https://www.google.com/search?q=donald+faison+got+milk&client=safari&rls=en&tbm=isch&tbo=u&source=univ&sa=X&ved=0CB0QsARqFQoTCNSJj--P3sgCFQIYPgodgYcLIA&biw=1277&bih=633#imgrc=q2D3TM0jY9Pz3M%3A","NA"
"Chan, Jackie","Actor ","Milk PEP","Dairy","Got Milk","AME","61.0","http://www.bambootrading.com/milk/1729.JPG","NA"
"Channing, Stockard","Actress","Milk PEP","Dairy","Got Milk","WFE","71.0","https://s-media-cache-ak0.pinimg.com/736x/48/4b/e0/484be0d09821cfbb26fb64e0b32f55c9.jpg","NA"
"Chesney, Kenny ","Musician","Blue Chair Bay Rum","Alcohol","Blue Chair Bay Rum","WME","47.0","http://cdn.hiphopwired.com/wp-content/uploads/2014/10/kenny-chesney-blue-chair-bay-rum.jpg","NA"
"Chiklis, Michael","Actor","Milk PEP","Dairy","Got Milk","WME","52.0","https://adnatomy.files.wordpress.com/2013/03/got-milk-fantastic-four.jpg","NA"
"Christian, Armando ""Pitbull""","Musician","Dr Pepper Snapple Group","SSB","Dr Pepper","LME","32.0","http://christianhoyle.prosite.com/45399/2638630/my-work/dr-pepper-branding-campaign","NA"
"Christian, Armando ""Pitbull""","Musician","PepsiCo","SSB","Pepsi","LME","32.0","http://www.trendystudio.net/wp-content/uploads/2013/11/Trendy_Studio_Pitbull_Pepsi_3-410x530.jpg","NA"
"Clarkson, Kelly","Musician","Milk PEP","Dairy","Got Milk","WFE","33.0","http://assets.nydailynews.com/polopoly_fs/1.1701086!/img/httpImage/image.jpg_gen/derivatives/gallery_1200/kelly-clarkson-2005.jpg","NA"
"Clarkson, Kelly","Musician","TCCC","SSB","Glaceau's Vitaminwater","WFE","33.0","https://images.search.yahoo.com/images/view;_ylt=AwrB8pPRMYxVTysA7j0unIlQ;_ylu=X3oDMTIyZnZqNWNuBHNlYwNzcgRzbGsDaW1nBG9pZANlYWYyMmZjYjI1MTdkZjRiMTUxMWI2MjNiYTM5MzY0MwRncG9zAzMEaXQDYmluZw--?.origin=&back=https%3A%2F%2Fimages.search.yahoo.com%2Fyhs%2Fsearch%3Fp%3Dkelly%2Bclarkson%2Bvitaminwater%26fr%3Dyhs-mozilla-002%26fr2%3Dpiv-web%26hsimp%3Dyhs-002%26hspart%3Dmozilla%26tab%3Dorganic%26ri%3D3&w=799&h=502&imgurl=img.photobucket.com%2Falbums%2Fv19%2Flilmisstexan2%2FMarch%2520Of%2520Dimes%2Fvitaminwater.jpg&rurl=http%3A%2F%2Fkellyclarksonexpress.yuku.com%2Ftopic%2F14457&size=65.8KB&name=addicted+tour+west+palm+fl+%3Cb%3Evitamin+water%3C%2Fb%3E+cardboard+poster+21x13inches&p=kelly+clarkson+vitamin+water&oid=eaf22fcb2517df4b1511b623ba393643&fr2=piv-web&fr=yhs-mozilla-002&rw=kelly+clarkson+vitamin+water&tt=addicted+tour+west+palm+fl+%3Cb%3Evitamin+water%3C%2Fb%3E+cardboard+poster+21x13inches&b=0&ni=21&no=3&ts=&tab=organic&sigr=11gtc68i1&sigb=14ls6svue&sigi=12g2hpaol&sigt=12c5i3qk1&sign=12c5i3qk1&.crumb=0M2.3jhAHLm&fr=yhs-mozilla-002&fr2=piv-web&hsimp=yhs-002&hspart=mozilla","NA"
"Clarkson, Kelly","Musician","PepsiCo","SSB","Pepsi","WFE","33.0","https://www.youtube.com/watch?v=QKChllln_Xw","NA"
"Clooney, George ","Actor ","Casamigos Spirits Company","Alcohol ","Casamigos Tequila","WME","54.0","http://hiphopwired.com/2014/10/30/drankin-21-celebrity-alcohol-endorsements-photos/6/","NA"
"Coleman, Monique","Actress","Milk PEP","Dairy","Got Milk","BFE","34.0","http://cdn02.cdn.justjared.com/wp-content/uploads/headlines/2007/05/high-school-musical-2-got-milk.jpg?1","NA"
"Combs, Sean John ""Diddy""","Musician","Diageo ","Alcohol ","Ciroc","BME","46.0","http://hiphopwired.com/2014/10/30/drankin-21-celebrity-alcohol-endorsements-photos/12/","NA"
"Cook, A. J. ","Actress","PHA","Fruit and Vegetables","FNV","WFE","37.0","http://www.fnv.com/team","NA"
"Copeland, Misty ","Dancer","Dr Pepper Snapple Group","SSB","Dr Pepper Diet","MFE","33.0","http://www.dailymail.co.uk/video/news/video-1010273/Ballerina-Misty-Copeland-stars-Diet-Dr-Pepper-ad.html","NA"
"Copperfield, David","Illusionist ","Milk PEP","Dairy","Got Milk","WME","59.0","http://file.vintageadbrowser.com/bnk20phpfj4116.jpg","NA"
"Cornish, Jessica Ellen ""Jessie J""","Musician","McDonald's Corporation","QSR","McDonald's","WFE","28.0","http://www.huffingtonpost.com/entry/celebrities-endorse-unhealthy-foods_us_57559f8ce4b0ed593f14f7b7","NA"
"Cornish, Jessica Ellen ""Jessie J""","Musician","Kellogg's","Sweet","Pop Tarts","WFE","28.0","http://www.huffingtonpost.com/entry/celebrities-endorse-unhealthy-foods_us_57559f8ce4b0ed593f14f7b8","NA"
"Cornish, Jessica Ellen ""Jessie J""","Musician","Mondelez","Candy","Cadbury's","WFE","28.0","http://www.huffingtonpost.com/entry/celebrities-endorse-unhealthy-foods_us_57559f8ce4b0ed593f14f7b9","NA"
"Cosby, Bill ","Actor","TCCC","SSB","Coca-Cola","BME","78.0","https://www.youtube.com/watch?v=VIh-L--LUWg","NA"
"Cosby, Bill ","Actor","Genesee Pure Food Company","Sweet","Jell-o","BME","78.0","https://www.youtube.com/watch?v=EJhjf7KUyko","NA"
"Cosgrove, Miranda","Actress","PepsiCo","Sweet","Quaker Oats Chewy Granola Bars","WFE","22.0","http://www.spokeo.com/Miranda+Cosgrove+1/Mar+11+2010+Miranda+Cosgrove+Appearance+At+Ps+72+In+Harlem+New+York+City","NA"
"Crawford, Cindy","Model","PepsiCo","SSB","Pepsi","WFE","49.0","https://images.search.yahoo.com/images/view;_ylt=AwrB8qCN85JVJ1gAYlIunIlQ;_ylu=X3oDMTIycHJyMmdiBHNlYwNzcgRzbGsDaW1nBG9pZANiOWZmNWM2MmMzYWY0YzdkMTljYTczYWMzZWI0YjNjZgRncG9zAzEEaXQDYmluZw--?.origin=&back=https%3A%2F%2Fimages.search.yahoo.com%2Fyhs%2Fsearch%3Fp%3Dcindy%2Bcrawford%2Bpepsi%26fr%3Dyhs-mozilla-002%26fr2%3Dpiv-web%26hsimp%3Dyhs-002%26hspart%3Dmozilla%26tab%3Dorganic%26ri%3D1&w=297&h=400&imgurl=cdn.bleacherreport.net%2Fimages_root%2Fslides%2Fphotos%2F000%2F148%2F301%2FCindy_Crawford_pepsi_display_image.jpg%3F1265054299&rurl=http%3A%2F%2Fbleacherreport.com%2Farticles%2F337420-top-25-super-bowl-commercials-of-all-time&size=51.1KB&name=%3Cb%3ECindy_crawford_pepsi%3C%2Fb%3E_display_image&p=cindy+crawford+pepsi&oid=b9ff5c62c3af4c7d19ca73ac3eb4b3cf&fr2=piv-web&fr=yhs-mozilla-002&tt=%3Cb%3ECindy_crawford_pepsi%3C%2Fb%3E_display_image&b=0&ni=21&no=1&ts=&tab=organic&sigr=12j4kdgn2&sigb=14ec6k74g&sigi=13eenv2j5&sigt=119qfg3ln&sign=119qfg3ln&.crumb=0M2.3jhAHLm&fr=yhs-mozilla-002&fr2=piv-web&hsimp=yhs-002&hspart=mozilla","NA"
"Crawford, Cindy","Model","Urban Remedy","Others","Urban Remedy","WFE","49.0","https://pando.com/2014/02/04/wellness-covergirl-urban-remedy-partners-with-cindy-crawford-to-supercharge-its-wellness-brand/","NA"
"Crawford, Cindy","Model","PHA","Fruit and Vegetables","FNV","WFE","49.0","http://www.fnv.com/dist/images/team/team-crawford.jpg","NA"
"Criss, Peter","Musician","Milk PEP","Dairy","Got Milk","WME","69.0","http://www.kissdominion.com/gotmilk.jpg","NA"
"Crowe, Sheryl","Musician","Milk PEP","Dairy","Got Milk","WFE","53.0","http://mrakers.wikispaces.com/file/view/crow.png/258267464/626x805/crow.png","NA"
"Curtis, Jamie Lee","Actress","The Dannon Company","Dairy","Activia Yogurt","WFE","57.0","https://www.youtube.com/watch?v=HLDHK_RiXFc","NA"
"Cyrus, Billy Ray","Musician","Milk PEP","Dairy","Got Milk","WME","54.0","http://file.vintageadbrowser.com/azaoqlctl2gzby.jpg","NA"
"Cyrus, Miley","Musician","Milk PEP","Dairy","Got Milk","WFE","22.0","http://www.aceshowbiz.com/images/news/mileygotmilk.jpg","NA"
"Daly, Carson","TV Personality ","Milk PEP","Dairy","Got Milk","WME","42.0","http://www.bambootrading.com/1700-1/1700-51.JPG","NA"
"DeGeneres, Ellen","Actress","TCCC","NCB","Vitaminwater ZERO","WFE","57.0","http://www.celebrityendorsementads.com/celebrity-endorsements/celebrities/ellen-degeneres/images/ellen-degeneres-vitaminwater-instyle-08-2010.jpg","NA"
"DeVito, Danny","Actor","Milk PEP","Dairy","Got Milk","WME","70.0","http://file.vintageadbrowser.com/ijuvoyedfr0hl7.jpg","NA"
"DeVito, Danny","Actor","Danny Devito","Alcohol","Danny DeVito Limoncello","WME","70.0","http://www.alcoholjustice.org/watchdogging-2/in-the-doghouse/850-hot-in-hollywood-celebs-shilling-for-and-owning-alcohol-brands?highlight=WyJjZWxlYnJpdHkiLCJjZWxlYnJhdGUiLCJjZWxlYnJhdGVkIiwiY2VsZWJyYXRpb25zIiwiY2VsZWJyaXRpZXMiLCJjZWxlYnJhdGluZyIsImNlbGVicmF0aW9uIiwiY2VsZWJyYXRlcyJd","NA"
"Dillard, Tramar Lacel ""Flo Rida""","Musician","Celsius","LCB","Celsius","BME","36.0","https://www.youtube.com/watch?v=MxyKqJyfOG8","NA"
"Dixon, Maxwell ""Grand Puba""","Musician","TCCC","SSB","Sprite","BME","49.0","https://www.youtube.com/watch?v=pf2Gh4RF2e0","NA"
"Dobrev, Nina","Actress","Milk PEP","Dairy","Got Milk","WFE","26.0","http://vampirediaries.alloyentertainment.com/files/2012/05/nina-dobrev-and-her-mom-got-milk.jpg","NA"
"Dobson, Fefe","Musician","Milk PEP","Dairy","Got Milk","BFE","30.0","http://www.bambootrading.com/1700-1/1700-58.JPG","NA"
