"Name","Profession","Company","Food and beverage category","Brands","Ethnicity","Age","Links","Notes"
"Dogg, Snoop","Musician","The Wonderful Company","Salty","Wonderful Pistachios","BME","43.0","https://www.youtube.com/watch?v=SNlIO66zPVk","NA"
"Dogg, Snoop","Musician","Nestle","Others","Hot Pockets","BME","43.0","https://www.youtube.com/watch?v=PKRo1spltAg","NA"
"Dogg, Snoop","Musician","Hansen Natural Corp.","SSB","Monster Energy","BME","43.0","http://uproxx.com/smokingsection/snoop-doggs-wildest-endorsement-deals/10/","NA"
"Donaldson, Colby ","TV Personality","Milk PEP","Dairy","Got Milk","WME","41.0","http://www.chron.com/life/slideshow/Got-Milk-campaign-posters-80682/photo-5937382.php","NA"
"Dorough, Howie","Musician","Milk PEP","Dairy","Got Milk","WME","42.0","http://images.lifeandstylemag.com/uploads/photos/file/45375/backstreet-boys-got-milk-ad.jpg","NA"
"Douglas, Ashanti Shequoiya ""Ashanti""","Musician","PHA","Fruit and Vegetables","FNV","BFE","35.0","http://www.theybf.com/2015/11/22/first-lady-michelle-obama-gabrielle-union-ashanti-jordin-sparks-more-celebrate-healthy","NA"
"Douglas, Ashanti Shequoiya ""Ashanti""","Musician","PHA","Water","Drink UP Campaign","BFE","35.0","https://www.youtube.com/watch?v=MTf9RVMnr5A","NA"
"Duff, Hilary","Actress","Milk PEP","Dairy","Got Milk","WFE","28.0","http://file.vintageadbrowser.com/xepnpwxaguq3or.jpg","NA"
"Dylan, Bob ","Musician","PepsiCo","SSB","Pepsi","MME","75.0","https://www.youtube.com/watch?v=XXdLhTNBHbA","NA"
"Efron, Zac","Actor","Milk PEP","Dairy","Got Milk","WME","27.0","http://cdn02.cdn.justjared.com/wp-content/uploads/headlines/2007/05/high-school-musical-2-got-milk.jpg?1","NA"
"Elba, Idris","Actor","TCCC","Water","Smartwater","BME","43.0","http://amsterdam-ftv-blog.com/archives/21871","NA"
"Elliot, Missy","Musician","PepsiCo","Salty","Doritos","BFE","44.0","https://images.search.yahoo.com/images/view;_ylt=AwrB8paxMIxVNk0ADe8unIlQ;_ylu=X3oDMTIyaDFwdGNkBHNlYwNzcgRzbGsDaW1nBG9pZANjNmQ4NWY2Y2Q0NDYyYzA5MTNlN2JjMjI3ZjM5NzhkMwRncG9zAzEEaXQDYmluZw--?.origin=&back=https%3A%2F%2Fimages.search.yahoo.com%2Fyhs%2Fsearch%3Fp%3Dmissy%2Belliot%2Bfrito-lay%26n%3D60%26ei%3DUTF-8%26fr%3Dyhs-mozilla-002%26fr2%3Dsb-top-images.search.yahoo.com%26hsimp%3Dyhs-002%26hspart%3Dmozilla%26tab%3Dorganic%26ri%3D1&w=405&h=342&imgurl=pop.wizbangblog.com%2Fimages%2F2007%2F09%2Fmissy_elliott_not_britney_spea%2F4mhxocw.jpg&rurl=http%3A%2F%2Fwizbangpop.com%2F2007%2F09%2F18%2Fmissy-elliott-not-britney-spears-to-star-in-new-doritos-commercials.php&size=29.0KB&name=%3Cb%3EMissy%3C%2Fb%3E+%3Cb%3EElliott%3C%2Fb%3E%2C+not+Britney+Spears%2C+to+star+in+new+Doritos+commercials&p=missy+elliot+frito-lay&oid=c6d85f6cd4462c0913e7bc227f3978d3&fr2=sb-top-images.search.yahoo.com&fr=yhs-mozilla-002&tt=%3Cb%3EMissy%3C%2Fb%3E+%3Cb%3EElliott%3C%2Fb%3E%2C+not+Britney+Spears%2C+to+star+in+new+Doritos+commercials&b=0&ni=128&no=1&ts=&tab=organic&sigr=138irdust&sigb=15lhhrsnh&sigi=12ddfj1j8&sigt=12jh40ven&sign=12jh40ven&.crumb=0M2.3jhAHLm&fr=yhs-mozilla-002&fr2=sb-top-images.search.yahoo.com&hsimp=yhs-002&hspart=mozilla","NA"
"Evans, Chris","Actor","Milk PEP","Dairy","Got Milk","WME","34.0","https://adnatomy.files.wordpress.com/2013/03/got-milk-fantastic-four.jpg","NA"
"Evigan, Briana","Actress","PHA","Fruit and Vegetables ","FNV","WFE","28.0","http://www.fnv.com/dist/images/team/team-evigan.jpg","NA"
"Faison, Donald","Actor","Milk PEP","Dairy","Got Milk","BME","41.0","https://www.google.com/search?q=donald+faison+got+milk&client=safari&rls=en&tbm=isch&tbo=u&source=univ&sa=X&ved=0CB0QsARqFQoTCNSJj--P3sgCFQIYPgodgYcLIA&biw=1277&bih=633#imgrc=q2D3TM0jY9Pz3M%3A","NA"
"Famie, Keith ","TV Personality","Milk PEP","Dairy","Got Milk","WME","56.0","http://www.chron.com/life/slideshow/Got-Milk-campaign-posters-80682/photo-5937382.php","NA"
"Fenty, Robyn Rihanna","Musician","Milk PEP","Dairy","Got Milk","BFE","27.0","http://cdn01.cdn.justjared.com/wp-content/uploads/headlines/2008/01/rihanna-got-milk.jpg","NA"
"Fenty, Robyn Rihanna","Musician","Vita Coco","LCB","Vita Coco","BFE","27.0","http://www.styleandvibes.com/2011/06/rihannas-vita-coco-ad/","NA"
"Fenty, Robyn Rihanna","Musician","PepsiCo","Salty","Doritos","BFE","27.0","http://www.coloribus.com/adsarchive/promo-casestudy/doritos-late-night-rihanna-late-night-global-15836805/","NA"
"Flav, Flavor ","Musician","PepsiCo","SSB","Pepsi","BME","57.0","https://www.youtube.com/watch?v=uKmvcNY1U_g","NA"
"Flynn, Matt ""Maroon 5""","Musician","TCCC","SSB","Coca-Cola","WME","46.0","http://www.huffingtonpost.com/entry/celebrities-endorse-unhealthy-foods_us_57559f8ce4b0ed593f14f7b20","NA"
"Flynn, Matt ""Maroon 5""","Musician","Dr Pepper Snapple Group","SSB","Snapple","WME","46.0","http://www.huffingtonpost.com/entry/celebrities-endorse-unhealthy-foods_us_57559f8ce4b0ed593f14f7b21","NA"
"Fogle, Jared","TV personality","Milk PEP","Dairy","Got Milk","WME","38.0","http://www.brandchannel.com/wp-content/uploads/2015/08/subway-jared-fogle-got-milk.jpg","NA"
"Ford, Harrison","Actor","Milk PEP","Dairy","Got Milk","WME","73.0","http://cdn.pursuitist.com/wp-content/uploads/2011/07/PRN9-MILK-PROCESSOR-EDUCATION-CAMPAIGN-1yHigh-e1311255005900.jpg","NA"
"Fox, Matthew","Actor","Milk PEP","Dairy","Got Milk","WME","49.0","http://coolspotters.com/files/photos/342805/matthew-fox-and-got-milk-gallery.jpg?1357478687","NA"
"Frankel, Bethenny ","TV personality","Skinny Girl Cocktails LLC","Alcohol","Skinnygirl","WFE","45.0","http://fortune.com/2015/01/08/celebrities-alcohol-brands/","NA"
"Franz, Dennis","Actor","Milk PEP","Dairy","Got Milk","WME","70.0","https://troglopundit.files.wordpress.com/2014/02/jimmy-smits-dennis-franz-got-milk.jpg","NA"
"Frehley, Ace","Musician","Milk PEP","Dairy","Got Milk","WME","64.0","http://www.kissdominion.com/gotmilk.jpg","NA"
"Fuentes, Daisy","TV personality","Milk PEP","Dairy","Got Milk","LFE","48.0","http://file.vintageadbrowser.com/di4klznz9rlalp.jpg","NA"
"Garcia, Jessica Marie","Actress","PHA","Fruit and Vegetables","FNV","LFE","28.0","https://www.youtube.com/watch?v=YAzqXF7-auA","NA"
"Garrett, Brad","Actor","Milk PEP","Dairy","Got Milk","WME","55.0","http://www.bambootrading.com/milk/1732.JPG","NA"
"Gaylor, Chris","Musician","Milk PEP","Dairy","Got Milk","WME","36.0","https://s-media-cache-ak0.pinimg.com/236x/1c/a6/03/1ca603fd8fb7f390f5e4024005dc1a05.jpg","NA"
"Gellar, Sarah Michelle","Actress","Milk PEP","Dairy","Got Milk","WFE","38.0","http://www.bambootrading.com/milk/1776.JPG","NA"
"Gilbert, Brantley ","Musician","PepsiCo","SSB","Mountain Dew","WME","31.0","https://vimeo.com/63333480","NA"
"Gilpin, Peri","Actress","Milk PEP","Dairy","Got Milk","WFE","54.0","http://file.vintageadbrowser.com/efs0dnnb5bzy5w.jpg","NA"
"Goldberg, Whoopi","Actress","Milk PEP","Dairy","Got Milk","BFE","59.0","http://img2.timeinc.net/people/i/2013/sandbox/news/131209/90s-moustaches/whoopi-goldber-600x450.jpg","NA"
"Gomez, Selena","Actress","Borden Milk","Dairy","Borden Milk","LFE","22.0","http://www.mediapost.com/publications/article/113603/elsie-the-cow-parties-with-selena-gomez.html","NA"
"Gomez, Selena","Actress","TCCC","SSB","Coca-Cola","LFE","22.0","http://www.billboard.com/articles/news/7350343/selena-gomez-coca-cola-campaign-interview","NA"
"Gooding, Cuba, Jr.","Actor","PepsiCo","SSB","Pepsi","BME","47.0","http://okmagazine.com/get-scoop/watch-cuba-gooding-jr-in-pepsis-mini-hollywood-commercial/","NA"
"Gould, Nolan","Actor","Milk PEP","Dairy","Got Milk","WME","16.0","http://bryanbantry.com/cms/wp-content/uploads/image-import/-VShrbt2FuRk/TclmHiQEmjI/AAAAAAAAAoA/1gWL8Fd_bYI/s400/Timothy%2BWhite_Got%2BMilk%2BAds_Page_2.jpg","NA"
"Grabeel, Lucas","Actor","Milk PEP","Dairy","Got Milk","WME","30.0","http://cdn02.cdn.justjared.com/wp-content/uploads/headlines/2007/05/high-school-musical-2-got-milk.jpg?1","NA"
"Graham, Aubrey Drake ""Drake""","Musician","TCCC","SSB","Sprite","BME","28.0","http://www.bombe.tv/blog/tag/drake/","NA"
"Grammer, Kelsey","Actor","Milk PEP","Dairy","Got Milk","WME","60.0","http://www.chisholm-poster.com/small/CL65616.jpg","NA"
"Grande, Ariana","Musician","Wat-AAH!","NCB","Wat-AAH!","LFE","22.0","http://agrande-news.tumblr.com/post/99142779063/wataah-wat-aah-x-arianagrande-drinkwataah","NA"
"Grande, Ariana","Musician","Nestle","SSB","Nesquick","LFE","22.0","https://www.youtube.com/watch?v=RwSqIXbeaxU","NA"
"Grant, Amy","Musician","Milk PEP","Dairy","Got Milk","WFE","54.0","http://www.bambootrading.com/milk/1712.JPG","NA"
"Grant, lizabeth Woolridge ""Lana Del Rey""","Musician","Nestle","LCB","Nespresso","WFE","30.0","https://www.youtube.com/watch?v=aXUyQ2izpkM","NA"
"Green, Cee-Lo ","Musician","Dr Pepper Snapple Group","SSB","7-UP","BME","42.0","https://www.youtube.com/watch?v=tk6M8UKfJ2U","NA"
"Green, Eva","Actress","Davide Campari-Milano ","Alcohol","Campari","WFE","35.0","http://cdn.hiphopwired.com/wp-content/uploads/2014/10/eva-green-campari.jpg","NA"
"Grier, Hayes","Musician","PHA","Fruit and Vegetables","FNV","WME","15.0","http://www.fnv.com/dist/images/team/team-grier.jpg","NA"
"Grier, Nash","Musician","PHA","Fruit and Vegetables","FNV","WME","16.0","http://www.fnv.com/dist/images/team/team-grier.jpg","NA"
"Griffith, Melanie","Actress","Milk PEP","Dairy","Got Milk","WFE","58.0","http://www.thestar.com/content/dam/thestar/entertainment/movies/2015/02/11/before-fifty-shades-came-got-milk-for-dakota-johnson/got-milk.jpg","NA"
"Gruffudd, Ioan","Actor","Milk PEP","Dairy","Got Milk","WME","42.0","https://adnatomy.files.wordpress.com/2013/03/got-milk-fantastic-four.jpg","NA"
"Hagar, Sammy ","Musician","Sammy Hagar","Alcohol","Beach Bar Rum","WME","68.0","http://hiphopwired.com/2014/10/30/drankin-21-celebrity-alcohol-endorsements-photos/22/","NA"
"Hagar, Sammy ","Musician","Sammy Hagar","Alcohol","Cabo Wabo Tequila","WME","68.0","http://www.alcoholjustice.org/watchdogging-2/in-the-doghouse/850-hot-in-hollywood-celebs-shilling-for-and-owning-alcohol-brands?highlight=WyJjZWxlYnJpdHkiLCJjZWxlYnJhdGUiLCJjZWxlYnJhdGVkIiwiY2VsZWJyYXRpb25zIiwiY2VsZWJyaXRpZXMiLCJjZWxlYnJhdGluZyIsImNlbGVicmF0aW9uIiwiY2VsZWJyYXRlcyJd","NA"
"Haggerty, Ben ""Macklemore""","Musician","Frito Lay","Sweet","Cracker Jack","WME","32.0","http://www.huffingtonpost.com/entry/celebrities-endorse-unhealthy-foods_us_57559f8ce4b0ed593f14f7b30","NA"
"Haggerty, Ben ""Macklemore""","Musician","Dr Pepper Snapple Group","SSB","Dr Pepper","WME","32.0","http://www.huffingtonpost.com/entry/celebrities-endorse-unhealthy-foods_us_57559f8ce4b0ed593f14f7b31","NA"
"Hanson, Isaac ","Musician","Hanson Brothers Beer Company","Alcohol","MmmHop","WME","34.0","http://fortune.com/2015/01/08/celebrities-alcohol-brands/","NA"
"Hanson, Isaac ","Musician","Milk PEP","Dairy","Got Milk","WME","34.0","http://file.vintageadbrowser.com/0rd6q2vyrfgazk.jpg","NA"
"Hanson, Taylor","Musician","Milk PEP","Dairy","Got Milk","WME","32.0","http://file.vintageadbrowser.com/0rd6q2vyrfgazk.jpg","NA"
"Hanson, Taylor","Musician","Hanson Brothers Beer Company","Alcohol","MmmHop","WME","32.0","http://fortune.com/2015/01/08/celebrities-alcohol-brands/","NA"
"Hanson, Zac","Musician","Milk PEP","Dairy","Got Milk","WME","30.0","http://file.vintageadbrowser.com/0rd6q2vyrfgazk.jpg","NA"
"Hanson, Zac","Musician","Hanson Brothers Beer Company","Alcohol","MmmHop","WME","30.0","http://fortune.com/2015/01/08/celebrities-alcohol-brands/","NA"
"Harmon, Angie","Actress","Milk PEP","Dairy","Got Milk","WFE","43.0","http://www-sassisamblog-com.zippykid.netdna-cdn.com/wp-content/uploads/2011/05/Angie_Harmon_Got_Milk_02.jpg","NA"
"Harris, Calvin","Musician","PepsiCo","SSB","Pepsi","WME","31.0","https://www.youtube.com/watch?v=A3sbdheKiLY","NA"
"Harris, Calvin","Musician","TCCC","SSB","Coca-Cola","WME","31.0","https://www.youtube.com/watch?v=v-mOzzVQoO0","NA"
"Harvey, Steve","Actor","Restaurant Brands International Inc.","QSR","Burger King","BME","58.0","http://i.ytimg.com/vi/Rl9guQmwg-A/hqdefault.jpg","NA"
"Hatch, Richard ","TV Personality","Milk PEP","Dairy","Got Milk","WME","54.0","http://www.cbsnews.com/news/see-it-buy-it/","NA"
"Hawk, Susan ","TV Personality","Milk PEP","Dairy","Got Milk","WFE","54.0","http://www.cbsnews.com/news/see-it-buy-it/","NA"
"Hayek, Selma","Actress","Restaurant Brands International Inc.","QSR","Burger King","LFE","49.0","http://www.lazygirls.info/Salma_Hayek/English_Burger_King_Commercial__PKFQGOH","NA"
"Hayek, Selma","Actress","Milk PEP","Dairy","Got Milk","LFE","49.0","http://cdn3.gossipcenter.com/sites/default/files/imagecache/story_header/photos/salma031313sp.jpg","NA"
"Hayes, Hunter ","Musician","PepsiCo","SSB","Pepsi","WME","24.0","https://www.youtube.com/watch?v=tHO82xfDCJM","NA"
"Haynes, Cornell Iral, Jr. ""Nelly""","Musician","Milk PEP","Dairy","Got Milk","BME","40.0","http://file.vintageadbrowser.com/bcjqpl73bdhquj.jpg","NA"
"Haynes, Cornell Iral, Jr. ""Nelly""","Musician","General Mills, Inc.","Cereal","Honey Nut Cheerios","BME","40.0","https://www.youtube.com/watch?v=w5wEHA4PAEU","NA"
"Haynes, Cornell Iral, Jr. ""Nelly""","Musician","Just Born, Inc.","Candy","Mike and Ike","BME","40.0","https://www.youtube.com/watch?v=6GLM3ODkiTU","NA"
"Haywood, Dave ""Lady Antebellum""","Musician","Unilever","SSB","Lipton Iced Tea","WME","33.0","https://www.youtube.com/watch?v=39cPFjM-hi5","NA"
"Heaton, Patricia","Actress","Milk PEP","Dairy","Got Milk","WFE","57.0","http://www.bambootrading.com/milk/1732.JPG","NA"
"Henderson, Florence","Actress","Milk PEP","Dairy","Got Milk","WFE","81.0","https://www.google.com/search?q=florence+henderson+got+milk&client=safari&rls=en&tbm=isch&tbo=u&source=univ&sa=X&ved=0CB0QsARqFQoTCISXg5iS3sgCFYHZPgod8pwFbQ&biw=1277&bih=633#imgrc=blHPCXYYur9s_M%3A","NA"
"Hewitt, Jennifer Love","Actress","Milk PEP","Dairy","Got Milk","WFE","36.0","http://d3819ii77zvwic.cloudfront.net/wp-content/uploads/2014/02/Jennifer-Love-Hewitt-Got-Milk.jpg","NA"
"Hilton, Paris","TV Personality","CKE Restaurants","QSR","Carl's Jr","WFE","34.0","https://images.search.yahoo.com/images/view;_ylt=AwrB8pdq1pJV6woAaA4unIlQ;_ylu=X3oDMTIycmo5MDk2BHNlYwNzcgRzbGsDaW1nBG9pZAM1NzAwN2E5Y2E0MDdiYTAyZjUwYzFmODNlZTRkMmIwYgRncG9zAzYEaXQDYmluZw--?.origin=&back=https%3A%2F%2Fimages.search.yahoo.com%2Fyhs%2Fsearch%3Fp%3Dhardees%2Bcelebrity%2Bendorsment%26fr%3Dyhs-mozilla-002%26fr2%3Dpiv-web%26hsimp%3Dyhs-002%26hspart%3Dmozilla%26tab%3Dorganic%26ri%3D6&w=200&h=250&imgurl=www.escali.com%2Fblog%2Fwp-content%2Fuploads%2F2013%2F06%2FCarlsJr-Kardashian-b.jpg&rurl=http%3A%2F%2Fwww.escali.com%2Fblog%2Fcelebrity-influence-over-product-food%2F&size=19.3KB&name=%3Cb%3ECelebrity%3C%2Fb%3E+Influence+Over+Products+%26+Food&p=hardees+celebrity+endorsement&oid=57007a9ca407ba02f50c1f83ee4d2b0b&fr2=piv-web&fr=yhs-mozilla-002&rw=hardees+celebrity+endorsement&tt=%3Cb%3ECelebrity%3C%2Fb%3E+Influence+Over+Products+%26+Food&b=0&ni=21&no=6&ts=&tab=organic&sigr=121ucqc03&sigb=14muvcjm3&sigi=127sfnrhb&sigt=11fi8io2a&sign=11fi8io2a&.crumb=0M2.3jhAHLm&fr=yhs-mozilla-002&fr2=piv-web&hsimp=yhs-002&hspart=mozilla","NA"
"Homem-Christo, Guy-Manuel de ""Daft Punk""","Musician","TCCC","SSB","Coca-Cola","WME","42.0","https://www.youtube.com/watch?v=rnEzAX-MsNU","NA"
"Horan, Niall James ""One Direction""","Musician","Mondelez","Sweet","Nabisco","WME","22.0","http://www.huffingtonpost.com/entry/celebrities-endorse-unhealthy-foods_us_57559f8ce4b0ed593f14f7b32","NA"
"Horan, Niall James ""One Direction""","Musician","PepsiCo","SSB","Pepsi","WME","22.0","http://www.huffingtonpost.com/entry/celebrities-endorse-unhealthy-foods_us_57559f8ce4b0ed593f14f7b33","NA"
"Hough, Julianne","Musician","Milk PEP","Dairy","Got Milk","WFE","27.0","http://www.danarebeccadesigns.com/press_celebrity/popup_juliannehough3.jpg","NA"
"Hough, Julianne","Musician","Mars, Inc.","Candy","Juicy Fruit ","WFE","27.0","https://www.google.com/search?q=julianne+hough+juicy+fruit+endorsement&client=safari&rls=en&biw=1277&bih=634&source=lnms&tbm=isch&sa=X&ved=0CAcQ_AUoAWoVChMIp7PNysHWyAIVxqMeCh2a0QEd#imgrc=eR0wu01uYE9lhM%3A","NA"
"Hough, Julianne","Musician","PHA","Fruit and Vegetables","FNV","WFE","27.0","http://www.fnv.com/dist/images/team/team-hough.jpg","NA"
"Houston, Jordan Michael ""Juicy J""","Musician","Red Bull GmbH","SSB","Red Bull","BME","41.0","http://www.huffingtonpost.com/entry/celebrities-endorse-unhealthy-foods_us_57559f8ce4b0ed593f14f7b26","NA"
"Houston, Jordan Michael ""Juicy J""","Musician","Core Hydration","LCB","CORE Hydration","BME","41.0","http://www.huffingtonpost.com/entry/celebrities-endorse-unhealthy-foods_us_57559f8ce4b0ed593f14f7b27","NA"
"Howard, Ron","Actor ","Milk PEP","Dairy","Got Milk","WME","61.0","http://www.bambootrading.com/milk/1749.JPG","NA"
"Hudgens, Vanessa","Actress","Milk PEP","Dairy","Got Milk","LFE","26.0","http://cdn02.cdn.justjared.com/wp-content/uploads/headlines/2007/05/high-school-musical-2-got-milk.jpg?1","NA"
"Hudson, Jennifer","Musician","Milk PEP","Dairy","Got Milk","BFE","34.0","http://thatgrapejuice.net/wp-content/uploads/2010/02/Jennifer-Got-Milk.png","NA"
"Huffman, Felicity","Actress","Milk PEP","Dairy ","Got Milk","WFE","52.0","http://assets.nydailynews.com/polopoly_fs/1.146176!/img/httpImage/image.jpg_gen/derivatives/article_970/alg-milk-shoot3-jpg.jpg","NA"
"Hurley, Elizabeth","Actress","Milk PEP","Dairy","Got Milk","WFE","50.0","https://s-media-cache-ak0.pinimg.com/236x/a9/06/59/a9065998c1b82a48412212ae42293efe.jpg","NA"
"Hyland, Sarah","Actress","Milk PEP","Dairy","Got Milk","WFE","24.0","http://bryanbantry.com/cms/wp-content/uploads/image-import/-VShrbt2FuRk/TclmHiQEmjI/AAAAAAAAAoA/1gWL8Fd_bYI/s400/Timothy%2BWhite_Got%2BMilk%2BAds_Page_2.jpg","NA"
"Iglesias, Enrique","Musician","PepsiCo","SSB","Pepsi","LME","40.0","http://api.ning.com/files/3ZEP4oP9zX*a66MTZ4GsDqaGzczL1lQWxxC5B2oL8puP-YeeBL-Yc0-RtXvs53dhSTAcb8nhWI7YZ876FveC5ShyBe4dsGhX/enriqueiglesiasphotopage59534.jpg","NA"
"Jackman, Hugh","Actor","Milk PEP","Dairy","Got Milk","WME","46.0","http://img4.wikia.nocookie.net/__cb20141122131521/twilightsaga/images/4/4f/Hugh-Jackman-Wolverine-Got-Milk-Campaign-hugh-jackman-5672370-400-535.jpg","NA"
"Jackman, Hugh","Actor","Unilever","SSB","Lipton Iced Tea","WME","46.0","http://i.ytimg.com/vi/E8ze0dJFd-M/0.jpg","NA"
"Jackson, Curtis James ""50 cent""","Musician","TCCC","SSB","Glaceau's Vitaminwater","BME","40.0","http://www.celebritynetworth.com/articles/entertainment-articles/how-much-did-50-cent-make-off-vitamin-water/","NA"
"Jackson, Joshua","Actor","Milk PEP","Dairy","Got Milk","WME","37.0","http://coolspotters.com/files/photos/169446/joshua-jackson-and-got-milk-gallery.jpg?1357511198","NA"
"Jackson, O'Shea ""Ice Cube""","Musician","Coors Brewing Company","Alcohol ","Coors Light","BME","46.0","http://hiphopwired.com/2014/10/30/drankin-21-celebrity-alcohol-endorsements-photos/14/","NA"
"Jackson, Randy","TV Personality","PHA","Fruit and Vegetables","FNV","BME","59.0","http://www.fnv.com/dist/images/team/team-jackson.jpg","NA"
"Jae-sang Park ""PSY""","Musician","The Wonderful Company","Salty","Wonderful Pistachios","AME","38.0","http://www.huffingtonpost.com/entry/celebrities-endorse-unhealthy-foods_us_57559f8ce4b0ed593f14f7b24","NA"
"Jae-sang Park ""PSY""","Musician","Nong Shim Holdings Co Ltd.","Others","Nongshim Shin Ramyun Black Cup","AME","38.0","http://www.huffingtonpost.com/entry/celebrities-endorse-unhealthy-foods_us_57559f8ce4b0ed593f14f7b25","NA"
"Jeffers-Cooper, Eve Jihan","Musician","PepsiCo","SSB","Pepsi","BFE","36.0","https://www.youtube.com/watch?v=FLKEZNxAvoY","NA"
"Jeong, Ken ","Actress","TCCC","NCB","Coke Zero","AME","46.0","https://www.youtube.com/watch?v=QJwfqKaE8P0","NA"
"John, Elton","Musician","Milk PEP","Dairy","Got Milk","WME","68.0","http://www.bambootrading.com/1700-1/1700-28.JPG","NA"
"John, Elton","Musician","PepsiCo","SSB","Pepsi","WME","68.0","https://www.youtube.com/watch?v=iVoUn8uFehg","NA"
"Jolie, Angelina","Actress ","Milk PEP","Dairy","Got Milk","WFE","40.0","http://assets.nydailynews.com/polopoly_fs/1.1701073!/img/httpImage/image.jpg_gen/derivatives/gallery_1200/angelina-jolie-2003.jpg","NA"
"Jolie, Angelina","Actress ","Chateau Miraval","Alcohol","Miraval Rose","WFE","40.0","http://fortune.com/2015/01/08/celebrities-alcohol-brands/","NA"
"Jonas, Nick","Musician","PHA","Fruit and Vegetables","FNV","WME","23.0","http://www.fnv.com/dist/images/team/team-jonas.jpg","NA"
"Jones, Nasir bin Olu Dara ""Nas""","Musician","Jas Hennessy & Co. ","Alcohol ","Hennessy","BME","42.0","http://hiphopwired.com/2014/10/30/drankin-21-celebrity-alcohol-endorsements-photos/16/","NA"
"Jones, Shirley","Actress","Milk PEP","Dairy","Got Milk","WFE","81.0","http://file.vintageadbrowser.com/2hgpmbxo6fjwgs.jpg","NA"
"Justice, Victoria","Actress","Milk PEP","Dairy","Got Milk","LFE","22.0","http://cdn04.cdn.justjaredjr.com/wp-content/uploads/pictures/2010/09/justice-milk/victoria-justice-got-milk-mustache-02.jpg","NA"
